TITLE,ARTIST,ID,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Wasteland,The View,7fAlAJ7bd09SqeOR8txwwZ,0.424,0.967,-3.688,0.148,0.000155,0.0,0.305,0.676,180.974
Watch Out,2 Chainz,22DKsoYFV5npPXmnPpXL7i,0.899,0.504,-6.758,0.5,0.826,0.0,0.052,0.537,129.89
Way Down We Go,Kaleo,0y1QJc3SJVPKJ1OvFmFqe6,0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255
We Are Family,Sister Sledge,5IKLwqBQG6KU6MP2zP80Nu,0.784,0.893,-5.153,0.0923,0.3,1.57e-05,0.272,0.819,118.738
We Are The Champions,Queen,7ccI9cStQbQdystvc6TvxD,0.268,0.459,-6.948,0.0346,0.378,0.0,0.119,0.172,64.223
We Are Young,Fun.,7a86XRg84qjasly9f6bPSD,0.378,0.638,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086
We Belong,Pat Benatar,665Jxlgi1HamPKbW1vwzx4,0.706,0.322,-14.108,0.0467,0.528,2.37e-06,0.576,0.305,135.154
We Built This City,Starship,6OnfBiiSc9RGKiBKKtZXgQ,0.661,0.908,-4.897,0.039,0.052,0.0,0.0708,0.656,144.091
We Can Work It Out,The Beatles,1hTUFqJuQAMjXVGwUPWDqi,0.378,0.677,-8.63,0.0298,0.0635,0.0,0.183,0.648,106.071
We Like To Party! (The Vengabus),Vengaboys,77j9HOrxUpWcjwra9jgvio,0.785,0.931,-4.813,0.0465,0.0148,0.637,0.0459,0.969,135.986
We Might Be Dead by Tomorrow,Soko,4miKDdaWW78mKwx6TIvOa0,0.39,0.151,-16.492,0.0389,0.966,0.000897,0.119,0.0827,143.421
We Owned The Night,Lady A,7BSZJLXPTktuZZAe8VYbbF,0.657,0.714,-6.965,0.0273,0.281,0.000145,0.0838,0.488,99.991
We'll Be Together,Sting,7aQru4HvzvcA2xQVv0g0mB,0.842,0.693,-9.85,0.0432,0.114,0.0,0.0691,0.926,116.456
We've Only Just Begun,Carpenters,3m167vBQI5YLK0a1m6L6Y1,0.376,0.321,-11.771,0.0297,0.771,3.34e-06,0.103,0.3,86.562
Welcome To My Life,Empire of the Sun,5nYJgmQzRcPnvqLzoRycUQ,0.582,0.878,-4.527,0.129,0.0724,4.99e-06,0.0801,0.407,128.045
Welcome To The Jungle,Guns N' Roses,0G21yYKMZoHa30cYVi1iA8,0.453,0.987,-4.485,0.0889,0.0195,0.283,0.268,0.316,123.544
What A Wonderful World,Louis Armstrong,1qCQTy0fTXerET4x8VHyr9,0.399,0.258,-16.028,0.033,0.792,1.86e-06,0.128,0.192,108.174
What Are You Doing The Rest Of Your Life?,Dusty Springfield,22xRvEw670gmjaT7p2d1ZR,0.274,0.138,-15.464,0.0317,0.969,0.00325,0.277,0.141,84.454
What Have They Done to My Song Ma,Melanie,2fCkZjNllDCA2bxTUacBZW,0.381,0.0919,-21.96,0.0374,0.828,0.0,0.105,0.573,141.495
What I Like About You,The Romantics,6NdcSEhpGGAYXNnnhGS2s6,0.542,0.915,-9.637,0.0549,0.319,5.34e-05,0.171,0.92,159.81
What Is Love,Haddaway,2IHaGyfxNoFPLJnaEg4GTs,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871
What You Won't Do for Love,Bobby Caldwell,7dL8FCLzEaWC2A3qWQuz1q,0.642,0.397,-16.842,0.0639,0.461,0.000834,0.106,0.798,84.064
When A Man Loves A Woman,Percy Sledge,51FpzuGkRYXFgsE2zXt9av,0.516,0.15,-20.41,0.0272,0.13,0.0755,0.122,0.205,97.398
When I'm Small,Phantogram,21nf6u3sQbfViHX7wNZmhK,0.646,0.758,-4.34,0.0314,0.191,0.097,0.103,0.424,91.998
When I'm Small,Phantogram,0PERS23jNsjcjBywXLvpyc,0.646,0.758,-4.34,0.0314,0.191,0.097,0.103,0.424,91.998
Where Everybody Knows Your Name,Gary Portnoy,2uE8l7sar0JT0tZYhrPz8S,0.425,0.462,-9.91,0.0275,0.442,0.0,0.631,0.36,91.697
Wherever You Will Go,The Calling,5QpaGzWp0hwB5faV8dkbAz,0.558,0.719,-5.113,0.0267,0.0367,0.0,0.115,0.371,112.027
Whip It,Devo,4sscDOZCkbLSlDqcCgUJnX,0.78,0.869,-7.255,0.0517,0.0744,0.004,0.0621,0.957,157.902
Whistle While You Work,Adriana Caselotti,1ai54RVIzu7IKebNbPEwMv,0.459,0.349,-11.557,0.045,0.799,0.27,0.127,0.805,206.662
White Room,Cream,3Xls4cNOwy01dtrNXb1inG,0.553,0.576,-13.458,0.0304,0.191,0.00664,0.0365,0.457,109.827
Who Needs You,The Orwells,2x4F1O1fGO6yj860N2Or0N,0.3,0.88,-4.573,0.0465,1.37e-05,0.0273,0.0746,0.563,207.92
Who Says You Can't Go Home,Bon Jovi,5439qJTu5mVH9aeriwp03u,0.537,0.885,-3.641,0.0343,0.0437,0.0,0.274,0.802,131.698
Why Can't We Be Friends,War,6x959m2QDvatSwUAVCHIuf,0.776,0.68,-10.088,0.0389,0.179,0.0,0.483,0.962,92.481
Wild Thing,The Troggs,7jGzYUZ2Bgg8BDfYlQRfn8,0.453,0.658,-13.472,0.0539,0.741,0.0288,0.135,0.761,203.871
Wildest Moments,Jessie Ware,2QPuWjnOa6N5p8fGn3iGly,0.564,0.772,-6.83,0.0503,0.21,0.098,0.445,0.483,82.992
Wing$,Macklemore & Ryan Lewis,5n5uyFpfopa4mNdSN0gTaH,0.4,0.602,-6.988,0.197,0.353,0.0,0.191,0.0964,74.142
Wings,Birdy,1D4XFKolp63mNqqMXJJL1V,0.474,0.707,-4.534,0.0253,0.0831,0.0,0.162,0.224,83.235
Wipe Out,The Surfaris,4anUinKv803lyDD1vaSXhU,0.336,0.636,-13.785,0.0374,0.385,0.909,0.414,0.521,152.423
Wish I Knew You,The Revivalists,2EWpa5XnAuSn0sIkSSIhYk,0.649,0.718,-6.593,0.0261,0.142,0.0713,0.124,0.718,101.034
Wishing On A Star,Rose Royce,0u2CGItUO2jYEiFaXD7n5S,0.333,0.422,-15.171,0.0527,0.716,4.13e-05,0.0455,0.553,97.305
Without You,Nilsson,6MrILERJLA3Jcq0E9poZsp,0.392,0.185,-15.472,0.0285,0.612,2.89e-06,0.0695,0.145,64.933
Wizards in Winter,Trans-Siberian Orchestra,3dvhNq0P4rNaFqmj21jKF5,0.681,0.839,-7.067,0.0306,0.0477,0.862,0.15,0.919,148.39
Won't Get Fooled Again,The Who,1W1GpfPujmgp2vQqcpUhtU,0.702,0.841,-9.837,0.045,0.256,0.235,0.0584,0.271,134.919
Wonderful Life,Black,0IWtEFQBwRHaMXZQtGEVcM,0.72,0.521,-12.468,0.0302,0.705,0.36,0.214,0.823,106.055
Wonderful World,Sam Cooke,5SKXlfKfhNUyJ3GkpI0ELJ,0.675,0.554,-8.388,0.031,0.693,0.0,0.408,0.887,128.529
Working Man,Rush,1gkn90ExKRNAOlhDs4RoW0,0.202,0.835,-11.04,0.0599,0.00383,0.0388,0.126,0.661,156.883
Wouldn't It Be Nice,The Beach Boys,2Gy7qnDwt8Z3MNxqat4CsK,0.392,0.629,-7.056,0.0335,0.718,3.76e-06,0.129,0.72,124.511
Wow,Beck,1rEkUEBFYEtqDLYaTuElsx,0.627,0.643,-6.086,0.0336,0.0135,0.0154,0.111,0.466,92.006
Wraith Pinned To The Mist And Other Games,Of Montreal,24HPkbkXJsIFC4eyg63zgQ,0.873,0.582,-9.901,0.047,0.0282,0.0699,0.182,0.77,122.005
Y.M.C.A.,Village People,4YOJFyjqh8eAcbKFfv88mV,0.75,0.785,-10.926,0.0591,0.0278,0.0,0.0601,0.752,126.361
Yeah Yeah,Willy Moon,6iBkx4s2K6bnV1FnOnS2Ue,0.645,0.935,-2.749,0.0572,0.0592,9.53e-06,0.296,0.43,107.003
Yeah Yeah Yeah La La La,Calvin Harris,0o4fP70aLM3bLiAus2Ih8G,0.875,0.481,-4.912,0.0673,0.0723,3.85e-05,0.252,0.812,128.987
"Yeh, Yeh",Georgie Fame,1PYpdnXFzFO4VM5K8G4PCu,0.633,0.535,-9.383,0.0742,0.285,0.0,0.0976,0.638,89.103
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372
You Ain't Alone,Alabama Shakes,6ztmULOCCXDLtuixz29GYz,0.434,0.491,-5.991,0.0343,0.789,0.0567,0.114,0.343,118.44
You Always Make Me Smile,Kyle Andrews,2kQ9mHVRCSNBjP9lNsAOLc,0.637,0.924,-4.476,0.0375,0.0283,1.08e-06,0.344,0.64,107.52
You Don't Own Me,Grace,6KI1ZpZWYAJLvmVhCJz65G,0.332,0.635,-5.653,0.0898,0.159,2.79e-06,0.0599,0.261,186.249
You Give A Little Love,Paul Williams,69XnaNHFaYiND63w3tUoga,0.535,0.579,-11.918,0.0583,0.57,6.2e-05,0.12,0.555,109.536
You Know You Like It,AlunaGeorge,7K6J5sDjzyON20FjMCW92Z,0.738,0.69,-6.585,0.126,0.125,7.47e-05,0.355,0.388,92.016
You Make My Dreams (Come True),Daryl Hall & John Oates,4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,-12.151,0.0551,0.234,0.112,0.0467,0.902,167.057
You Really Got Me,Van Halen,0upLyFR8Rr52ZpMp5esQoq,0.454,0.946,-5.978,0.13,0.0223,0.0,0.173,0.647,138.18
You Sexy Thing,Hot Chocolate,714hERk9U1W8FMYkoC83CO,0.791,0.734,-5.464,0.0629,0.522,0.00165,0.167,0.962,105.854
You'll Always Find Me In The Kitchen At Parties,Jona Lewie,4ZHPfdvTgCDGIeP8fAUVpG,0.581,0.495,-10.233,0.0434,0.62,0.0205,0.157,0.532,92.846
You're Nobody Till Somebody Loves You,Dean Martin,2Q9gMRzQF3PTuJ3dCVVwmx,0.464,0.478,-11.331,0.037,0.811,0.0,0.667,0.409,109.055
You're Somebody Else,Flora Cash,0pdKRp2sUthTPe7RLWpPqQ,0.713,0.452,-9.638,0.0295,0.841,0.0038,0.105,0.235,102.963
"You're the First, the Last, My Everything",Barry White,3rqXP37YkEnizabzjM7uIu,0.631,0.59,-12.138,0.0297,0.00367,0.00299,0.0537,0.927,130.145
Young At Heart,The Bluebells,5PwWIKBztoHDVAVcL3IH2X,0.654,0.773,-9.689,0.0371,0.0574,0.00125,0.316,0.904,114.857
Young Folks,Peter Bjorn and John,6M6UoxIPn4NOWW0x7JPRfv,0.701,0.815,-5.995,0.0381,0.0174,0.000627,0.0969,0.671,138.142
Your Song,Elton John,38zsOOcu31XbbYj9BIPUF1,0.554,0.315,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157
Your Touch,Blake Lewis,5ZYzaROQcMP8xRqS1IFbvg,0.61,0.653,-7.28,0.0542,0.0118,1.3e-06,0.0751,0.436,134.941
Youth,Foxes,46F2qArLwz8WT1qJ2bNRfR,0.53,0.55,-6.631,0.0457,0.00747,0.000492,0.0898,0.208,139.98
