TITLE,ARTIST,ID,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Keep on Movin',Soul II Soul,7upgDi9C0pQn9HZzGfksJq,0.676,0.386,-16.148,0.0633,0.0264,0.00054,0.0414,0.671,93.139
Kickstart My Heart,Mötley Crüe,7GonnnalI2s19OCQO1J7Tf,0.359,0.981,-3.622,0.303,0.00125,0.00236,0.284,0.271,178.98
Kill Em with Kindness,Selena Gomez,1QNoKVgA758HFLu3TW2q7R,0.757,0.884,-5.488,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012
Killing The Blues,"Robert Plant, Alison Krauss",3KIoiyLwNxqHMfmlPFgDEG,0.519,0.438,-11.58,0.0256,0.618,0.513,0.171,0.376,74.561
Kiss From A Rose,Seal,3YKptz29AsOlm7WAVnztBh,0.584,0.533,-7.11,0.0305,0.684,0.0,0.306,0.224,131.745
Kuaga (Lost Time),Pierce Fulton,2ce5n5MpJQgvnAHtmfxS1C,0.602,0.97,-3.994,0.125,0.105,0.0053,0.201,0.364,127.953
Ladies Night,Kool & the Gang,5mXELvil737DPiUKMlC5XZ,0.673,0.582,-12.757,0.172,0.263,2.17e-05,0.0687,0.921,111.72
Lady Marmalade,Labelle,3GGcwG519BTMdvMeFy7meT,0.571,0.654,-11.034,0.0501,0.551,0.0,0.0599,0.947,117.955
Landslide,Fleetwood Mac,5ihS6UUlyQAfmp48eSkxuQ,0.414,0.161,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375
Last Good Day Of The Year,Cousteau,5SvaVaOTPyHgSKXyJjJeMS,0.539,0.58,-7.673,0.0249,0.405,0.0,0.13,0.787,97.329
Legs,ZZ Top,7t6CAWplijBj4sdl0q3z0e,0.611,0.946,-5.357,0.0378,0.00957,0.0708,0.36,0.763,125.398
Lemon,N.E.R.D,4PpuH4mxL0rD35mOWaLoKS,0.916,0.727,-6.556,0.0861,0.00214,0.000145,0.118,0.201,94.997
Let Her Go,Passenger,0JmiBCpWc1IAc0et7Xm7FL,0.479,0.545,-7.346,0.0688,0.365,0.0,0.0963,0.243,74.897
Let It Go,Idina Menzel,0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,-6.85,0.0305,0.558,0.0,0.12,0.371,136.961
Let Love In,The Goo Goo Dolls,5wZ7v858f3VrSp5MfuxDeM,0.531,0.906,-3.227,0.0409,0.0148,0.00523,0.193,0.148,118.94
Let Me Go,Gary Barlow,051hFVOBXoq0Rg6485LVeq,0.55,0.586,-12.363,0.0308,0.0261,0.838,0.11,0.0925,129.996
Let The River Run,Carly Simon,0ubzTDRfqwMcmbbpK15sQX,0.41,0.46,-19.084,0.0574,0.933,0.47,0.182,0.307,101.797
Let There Be Peace On Earth,Various,4wBKO0YkmemaFEMkT7qkFs,0.395,0.174,-17.598,0.0454,0.978,0.953,0.135,0.13,102.763
Let's Face The Music And Dance,Fred Astaire,5agvdbstYFHnI7P6YBcWrC,0.255,0.179,-15.383,0.0402,0.943,0.163,0.333,0.2,172.836
Let's Go Crazy,Prince,0QeI79sp1vS8L3JgpEO7mD,0.309,0.93,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815
Let's Hang On,The Four Seasons,0W1IOQx9EEZM30edmVs0Q4,0.682,0.819,-5.402,0.085,0.375,0.0,0.333,0.662,129.43
Let's Spend The Night Together,The Rolling Stones,2FkBzncOXWo7pnN8oqm7Wx,0.566,0.795,-7.755,0.0498,0.689,0.0,0.249,0.572,140.859
Let's Stay Together,Al Green,63xdwScd1Ai1GigAwQxE8y,0.756,0.397,-10.701,0.0522,0.57,0.0115,0.0542,0.507,101.985
Life Is A Highway,Tom Cochrane,0hKF8N8aflF1uDzEEnPr2j,0.683,0.751,-10.184,0.0346,0.0681,8.36e-06,0.248,0.841,103.036
Life's About to Get Good,Shania Twain,4h5uOWibuxo0qrtejla7Pb,0.637,0.891,-4.704,0.0383,0.00435,0.0,0.339,0.689,99.979
Lightning Bolt,Jake Bugg,79DO6dBi8936P6EShLB209,0.551,0.839,-4.555,0.0787,0.0818,0.0,0.151,0.681,116.051
Like A Prayer,Madonna,1z3ugFmUKoCzGsI6jdY4Ci,0.624,0.842,-5.285,0.0376,0.264,2.11e-05,0.181,0.257,111.037
Like a Rock,Bob Seger,5Jno63iv0mzu5OZ28asYbE,0.399,0.645,-5.356,0.0271,0.112,0.000551,0.255,0.384,82.795
Little Man,Sonny & Cher,3pBtSlaM0qyH8mLXzVeUhh,0.596,0.553,-7.695,0.0326,0.459,0.0,0.0892,0.85,107.174
Live Your Life,Mika,0SuBZErVjsmwNucfoz0thF,0.617,0.82,-5.457,0.0445,0.0013,0.0,0.171,0.736,104.038
Livin' On The Edge,Aerosmith,4avSaixVwu8uqfSs7zgoj3,0.399,0.881,-4.341,0.0347,0.0019,0.00429,0.39,0.272,84.58
Livin' Thing,Electric Light Orchestra,2hdNya0b6Cc2YJ8IyaQIWp,0.549,0.651,-7.097,0.0323,0.583,0.0,0.121,0.368,122.818
Living in a Box,Living in a Box,2y5DTMrFIcZySlsIOL6N4N,0.635,0.872,-12.744,0.0445,0.245,0.0637,0.31,0.927,111.03
Lollipop,The Chordettes,1hFB1obL3dCyIDigkojSTm,0.65,0.593,-6.374,0.122,0.585,0.00244,0.441,0.825,143.179
Lonesome Town,Ricky Nelson,0SsYlkXxZ5vkWOTsKxMfMz,0.404,0.193,-12.501,0.0305,0.794,0.000296,0.103,0.273,77.026
Look at Me Now,Chris Brown,3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155
Looks Like We Made It,Barry Manilow,3QqO9FxVrikwo7kS5ls3kQ,0.297,0.481,-7.681,0.0278,0.574,0.00352,0.094,0.456,139.896
Louder,DJ Fresh,1ZFdXzBLNeAG3VotbwFo7r,0.545,0.948,-0.889,0.0631,0.00111,0.0657,0.367,0.206,69.961
Louie Louie,The Kingsmen,0iA3xXSkSCiJywKyo1UKjQ,0.623,0.709,-9.818,0.0636,0.102,0.0,0.0967,0.948,122.394
Love Is All Around,The Troggs,5psbwXbjlWCqmLVzIqif7Q,0.457,0.492,-8.104,0.0291,0.432,0.00106,0.0996,0.691,98.921
Love Is Here to Stay,Gene Kelly,7lWSU8Cv0Fi95W872SIoXh,0.135,0.0649,-23.151,0.0411,0.953,0.221,0.115,0.14,59.425
Love Is The Truth,Jack White,0PgdkaQqvgI3wlWqXUqWUG,0.633,0.345,-11.576,0.0651,0.631,0.000152,0.141,0.436,123.104
Love Machine,The Miracles,1b833AsiKCEhLLxmdQu9Hw,0.741,0.829,-12.048,0.0554,0.0637,0.0,0.048,0.818,143.738
Love Rollercoaster,Ohio Players,1hRDHWWealh2Pk3fnpIe75,0.613,0.82,-10.175,0.0737,0.181,1.45e-06,0.049,0.465,115.125
Love Song For A Savior,Jars of Clay,0DbcdVCzmY1IjilPTPaSOe,0.59,0.695,-11.385,0.0343,0.202,0.0,0.0824,0.504,93.534
Love Stinks,J. Geils Band,3K9QlS0VCtkzUvo0HY75VE,0.65,0.449,-7.555,0.0281,0.00312,1.94e-05,0.548,0.699,89.641
Love Train,The O'Jays,28285KFbyCq8sJofn58qlD,0.744,0.568,-9.629,0.0494,0.186,1.18e-05,0.163,0.687,122.657
Lovely Day,Bill Withers,0bRXwKfigvpKZUurwqAlEh,0.69,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.918
Lovin' Every Minute of It,Loverboy,7wxRteSKMVVYD570x3D7bx,0.523,0.69,-13.527,0.0414,0.21,0.0,0.243,0.845,173.266
Lovin' You,Minnie Riperton,4twhYPDyCP6ICeW3TtQVxP,0.392,0.213,-12.494,0.0415,0.903,1.01e-06,0.12,0.312,100.518
Lush Life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,-3.923,0.046,0.133,0.0,0.211,0.799,98.022
Lust For Life,Iggy Pop,21YxK0klhpfLW8budkJaMF,0.383,0.97,-5.638,0.0435,0.0276,0.0,0.0942,0.62,101.603
Macho Man,Village People,22kv2NoeaD7qhTgShfZjIv,0.745,0.593,-12.33,0.0439,0.0523,0.0,0.582,0.888,132.897
Mad About The Boy,Dinah Washington,1c7ELD4W6VyoKTglc4zzUH,0.344,0.147,-10.3,0.0369,0.922,0.00019,0.0482,0.263,177.192
Made to Love,John Legend,1G2Ya2ubnlS7xFfs1CfY3j,0.607,0.639,-6.099,0.0285,0.0348,0.00785,0.0927,0.359,107.006
Magic,Pilot,500h8jAdr7LvzzXlm1qxtK,0.393,0.588,-6.68,0.0613,0.345,0.0,0.134,0.728,203.145
Magic,Robin Thicke,1zy9PC4hGrVtCU7LoMOIqH,0.737,0.624,-6.487,0.0398,0.251,0.00295,0.101,0.651,107.959
Magic Carpet Ride,Steppenwolf,4c4jJJoaiY21t2TyRZgdWS,0.64,0.651,-14.981,0.0517,0.142,0.28,0.0341,0.801,111.676
Major Tom (Coming Home),Peter Schilling,709ffFK4o4MtG1NKoLvOma,0.787,0.42,-14.32,0.0645,0.153,0.164,0.169,0.838,161.247
Man Like That,Gin Wigmore,7KNIZlX0pBSBBrkI4d8AHB,0.607,0.885,-3.086,0.0763,0.00091,0.00391,0.558,0.539,103.047
Maps,Maroon 5,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032
Masquerade,Nicki Minaj,4mNDJjAllo55akNIewGJxT,0.721,0.656,-5.501,0.0397,0.011,0.000401,0.275,0.328,117.995
McDonald's Girl,Dean Friedman,7JD090jBukALJzRzJanW9B,0.772,0.417,-12.174,0.0791,0.617,0.0,0.124,0.52,126.219
Me Too,Meghan Trainor,3KwwE4sgCzMaKWq6QBebmX,0.934,0.694,-5.849,0.101,0.0971,1.2e-06,0.477,0.833,123.831
Melissa,Allman Brothers Band,30St98Bok3jJmXdkkHVPQe,0.533,0.362,-14.791,0.0244,0.478,0.245,0.0857,0.45,82.993
Mellow Yellow,Donovan,4cix9zymmhisLuM56RDcB7,0.71,0.319,-12.387,0.0667,0.534,0.0201,0.211,0.757,105.489
Mercedes Benz,Janis Joplin,1MntHPLU1T7a9W4tojbg8g,0.704,0.106,-15.169,0.542,0.939,0.0,0.0674,0.521,86.763
Mercury Blues,Alan Jackson,7JiCaZ93B0hdj3XwFqwn4W,0.538,0.786,-7.69,0.0336,0.371,0.00258,0.0517,0.917,172.019
Midnight Rider,Allman Brothers Band,1hHGUdFaiJHw9hVZGJWYO2,0.585,0.532,-9.673,0.0268,0.209,0.00797,0.227,0.68,94.461
Misbehaving,Labrinth,04EDShdWyBr2aJPqjFjKAQ,0.716,0.657,-5.877,0.0881,0.0359,0.000351,0.0817,0.433,124.996
Mississippi Queen,Mountain,4vO9dmzNRqDhFY3jD1a3P7,0.581,0.624,-8.346,0.0777,0.0987,0.0,0.0411,0.637,139.714
Mmm Yeah,Austin Mahone,2n3CaPGPLYnYAvTEwKCX8t,0.712,0.922,-3.902,0.0411,0.00266,1.9e-06,0.268,0.976,125.984
Modern Love,David Bowie,3gxEZXUjrNbl3TlSrTGbR5,0.358,0.938,-5.577,0.0483,0.00375,9.2e-06,0.117,0.944,182.836
Molly's Chambers,Kings of Leon,0nCAVzknkzRXRgB6LhRv04,0.598,0.911,-3.97,0.0515,0.222,3.84e-06,0.216,0.953,146.469
Monument,"Röyksopp, Robyn",616ddBwW0LpyhCpLE5BpIP,0.51,0.855,-6.858,0.0406,0.00604,0.125,0.706,0.644,93.038
Motorcycle Emptiness,Manic Street Preachers,6Ubz7S4IFSWVxlkMiRyMIK,0.525,0.806,-3.655,0.03,8.18e-06,0.0552,0.157,0.213,112.453
Move Closer,Phyllis Nelson,7Mjw0uK12MhQ7RMRSv2qXS,0.595,0.54,-15.247,0.0357,0.217,0.000246,0.417,0.65,80.903
Move On Up,Curtis Mayfield,0MHXrqn909p0LRTPsNsGEi,0.538,0.969,-5.626,0.0906,0.417,0.00154,0.119,0.928,138.652
Movin' On Up (from Jeffersons),Soundtrack,3ViIKzHvuCThYuAXNJVy0Q,0.52,0.624,-7.365,0.383,0.446,0.0,0.453,0.901,183.208
Mr Slaters Parrot,The Bonzo Dog Band,5IhOysrSo9cmIxM4e05oSL,0.757,0.583,-14.74,0.0884,0.167,0.261,0.13,0.855,131.464
Mr. Big Stuff,Jean Knight,2Bls0igCm79XQQ95IoUbhq,0.886,0.491,-12.589,0.171,0.29,2.46e-06,0.229,0.971,93.236
Mr. Blue Sky,Electric Light Orchestra,2RlgNHKcydI9sayD2Df2xp,0.388,0.338,-10.054,0.0328,0.652,3.72e-06,0.248,0.477,177.784
Mr. Roboto,Styx,7C0rG4oWO7VeZcffyW1sK9,0.663,0.482,-12.093,0.0479,0.186,0.0,0.0521,0.314,144.13
Music To Watch Girls By,Bob Crewe,2QZ3TaDZsHEFPYBxBWel9X,0.464,0.466,-12.788,0.0331,0.0149,0.388,0.139,0.587,139.299
My Baby Just Cares For Me,Nina Simone,6VTbbVjKOC2qWagIDbkJrC,0.746,0.243,-15.134,0.123,0.829,1.02e-06,0.0905,0.425,118.578
My House,Flo Rida,6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006
My Name Is,Eminem,75IN3CtuZwTHTnZvYM4qnJ,0.869,0.68,-6.233,0.318,0.0416,1.12e-06,0.0914,0.815,85.519
Naeem,Bon Iver,1ff60tDWdcdVN6PtKQXWny,0.37,0.408,-10.355,0.0441,0.804,0.0279,0.678,0.164,125.068
Need You Tonight,INXS,5eU8qMd0TpaLqTGDZJaLDs,0.801,0.723,-4.985,0.0689,0.0713,0.154,0.0675,0.883,109.03
Never Be the Same,Camila Cabello,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923
Never My Love,The Association,32ssNweOtmacNBEC2kHzA8,0.435,0.428,-11.747,0.0268,0.171,0.000708,0.149,0.61,95.534
Never Tear Us Apart,INXS,1qQSRy9DjrGh3jtsSCU6B1,0.665,0.686,-5.849,0.0268,0.0518,0.000176,0.174,0.275,96.848
New Sensation,INXS,2bxY1baYlyXNzmjOkFvqId,0.68,0.967,-2.771,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748
New Slang,The Shins,1wAqhAF1dynDjMy7m5CSSE,0.669,0.388,-11.547,0.0306,0.605,0.144,0.0905,0.645,130.016
New Soul,Yael Naim,476JcJ3TpAuCOlGdCmomGm,0.769,0.371,-8.522,0.0326,0.733,3.73e-05,0.106,0.653,100.001
No Matter What Shape (Your Stomach's In),The T-Bones,5DkgAX62bM7gwYpOGtOGfK,0.786,0.803,-12.7,0.0313,0.257,0.793,0.044,0.964,125.841
No Rain,Blind Melon,6txWz9UapYHVxEd7dDIHXT,0.389,0.476,-9.342,0.0316,0.619,5.09e-05,0.255,0.566,148.117
No Sleep Till Brooklyn,Beastie Boys,5qxChyzKLEyoPJ5qGrdurN,0.712,0.691,-8.157,0.128,0.122,0.0,0.0538,0.742,97.022
No You Girls,Franz Ferdinand,37CBHPCzV1rizPrxRUyR72,0.679,0.909,-4.129,0.0297,0.00915,3.27e-05,0.139,0.899,104.781
Not Gonna Break Me,Jamie N Commons,2lHWiGp4TH9swlq2iZEodE,0.643,0.724,-4.811,0.039,0.019,0.000108,0.067,0.218,80.012
Nothing But A Heartache,The Flirtations,1b63ryTONnLSP14Oytqp6p,0.489,0.936,-4.909,0.0533,0.000168,0.000263,0.149,0.822,111.845
Nothing From Nothing,Billy Preston,72PoJMDfdaw9gGECgA9kTZ,0.808,0.83,-3.995,0.0283,0.613,0.0112,0.198,0.909,102.8
Nothing's Gonna Stop Us Now,Starship,3X7uFMzJrEE0sxn62qd8Ch,0.643,0.802,-4.92,0.0227,0.0299,0.0,0.0719,0.53,95.99
O-o-h Child,The Five Stairsteps,74JdR9aXE6I74oS1BVRsvb,0.488,0.754,-7.95,0.0381,0.00154,2.42e-05,0.678,0.664,88.369
Oh Africa,Akon,6Kz15VD322cOE7kE1vxO9M,0.593,0.749,-6.185,0.0399,0.383,0.0,0.482,0.513,127.845
Oh Boy,Miss Li,0OHmk0jAIDlgYkjMFqGnRW,0.559,0.63,-8.731,0.0583,0.0971,0.000119,0.189,0.613,109.542
Oh Boy!,Buddy Holly,7s7Zu78CztOUFUyQ4BijBQ,0.543,0.619,-7.518,0.0377,0.777,0.0,0.109,0.846,96.842
Oh My Love,The Score,4Q99wmrzQFtK3oweyLkWij,0.564,0.919,-3.432,0.155,0.0278,0.0,0.251,0.733,149.02
Old Town Road,Lil Nas X,2YpeDb67231RjR0MgVLzsG,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041
On My Radio,The Selecter,5X7Sbugnqqm3ffA9y7b7wD,0.783,0.706,-7.544,0.0434,0.0493,0.0617,0.158,0.96,141.021
On The Wings Of Love,Jeffrey Osborne,6AEdWbrFREOUNmI1hMPbyc,0.546,0.352,-12.066,0.032,0.404,0.0,0.355,0.39,69.199
On Top Of The World,Imagine Dragons,6KuHjfXHkfnIjdmcIvt9r0,0.635,0.926,-5.589,0.151,0.0893,4.53e-06,0.0928,0.761,100.048
One Day,Charice,1RuMGQ3KEOYzL8tdHN2foz,0.677,0.894,-5.211,0.0379,0.0066,0.000371,0.384,0.79,104.97
One Day I'll Fly Away,Vaults,2E2wjpmXq6kTRi2klFYXll,0.427,0.211,-11.838,0.032,0.473,0.0424,0.09,0.0437,125.413
One Love,Bob Marley & the Wailers,2HcyIzVsX45jLIxK7SH2aI,0.725,0.523,-9.593,0.324,0.0783,0.0,0.0665,0.95,76.292
One Week,Barenaked Ladies,29hBRadFZf9QTGRHZmxm65,0.702,0.898,-6.003,0.0373,0.00854,0.000154,0.0917,0.731,112.845
Only Time,Enya,6FLwmdmW77N1Pxb1aWsZmO,0.418,0.249,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803
Oo-De-Lally,Roger Miller,0mWXrr6HQZUhCQG4JMkT2e,0.666,0.189,-16.991,0.137,0.946,0.0,0.103,0.572,80.312
Ooh La La,Faces,4lJ6YVXQ0jUk5ILu0PSrA4,0.601,0.574,-8.166,0.03,0.579,1.14e-05,0.216,0.8,147.964
Ooh La La,Goldfrapp,6oLb4m0HlijuaxtQIbvAhp,0.48,0.676,-7.727,0.0631,0.00996,0.642,0.116,0.199,144.514
Open Up Your Door,Richard Hawley,3HNp9HQ33wdDhAvEc4arE8,0.412,0.21,-12.465,0.028,0.535,0.0139,0.338,0.149,71.043
Original Of The Species,U2,6ml01NkC9AfM4OICOtRxEY,0.405,0.643,-4.974,0.0293,0.00372,0.000268,0.0902,0.278,173.803
Our Country,John Mellencamp,5p53PF8DpDlAe7I9zXwirD,0.501,0.791,-4.996,0.032,0.00658,0.0,0.109,0.461,108.181
Our House,"Crosby, Stills, Nash & Young",2hitsKa8SthKhRJBXUHbIv,0.593,0.205,-14.601,0.0479,0.896,5.46e-05,0.119,0.377,140.279
Our House,Madness,1qV6e4ITnfGmA6m6Vklvbi,0.601,0.649,-10.57,0.0554,0.0285,7.71e-05,0.127,0.708,121.66
Out The Speakers,"A-Trak, Milo & Otis",4i3IBAYQQRdiGjbsK4AHuS,0.674,0.921,-3.274,0.0524,0.0112,0.84,0.952,0.279,103.966
Oye Como Va,Santana,5u6y4u5EgDv0peILf60H5t,0.736,0.379,-13.208,0.0539,0.301,0.345,0.104,0.948,128.399
POWER,Kanye West,2gZUPNdnz5Y45eiGxpHGSc,0.542,0.914,-4.747,0.113,0.0161,0.0,0.744,0.576,153.993
"Paint It, Black",The Rolling Stones,63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691
Palace,Sam Smith,5UFvcTCbp9P057YbRNsJ3U,0.345,0.193,-10.236,0.0328,0.74,4.2e-06,0.117,0.268,77.547
Pale Shelter,Tears for Fears,0Xam0zVac3hKWWN4OQ5Gdr,0.555,0.875,-5.287,0.0335,0.0307,0.00521,0.46,0.559,118.643
Palladio,Escala,1ALiG3jOB2tOfKiAWscWYQ,0.587,0.866,-5.006,0.0332,0.216,0.878,0.0896,0.35,91.298
Paradise by the Dashboard Light,Meat Loaf,2g7gviEeJr6pyxO7G35EWQ,0.326,0.872,-7.602,0.122,0.214,0.0,0.461,0.492,173.381
Party Hard,Andrew W.K.,0E0bZtTG39K95uRjqBo1Mx,0.461,0.994,-3.413,0.0429,3.08e-05,9.92e-06,0.156,0.751,162.171
Pass it Along,Chumbawamba,51W9ZvV20w6GhfC9tIj6ug,0.543,0.834,-5.825,0.0461,0.297,0.0,0.107,0.179,90.013
Pep Rally,Missy Elliott,3Of77FYMTeIucSWOnOvAkH,0.829,0.748,-3.614,0.124,0.217,0.0,0.204,0.324,90.013
Perfect Day,Lou Reed,4TOMI010Sd4ZAX4aZ5TS85,0.4,0.267,-12.488,0.0323,0.744,0.00734,0.103,0.0872,144.799
Phenomenal,Eminem,4e5lEqydMatcEio6ef9Dpf,0.64,0.841,-2.426,0.0466,0.153,0.0,0.0457,0.0471,121.075
Physical,Olivia Newton-John,3hVrI7snZMTmHCnbwME47u,0.834,0.633,-11.442,0.0422,0.0631,5e-05,0.313,0.904,123.815
Pianni,Mara Carlyle,6wySQH1Qy1cPnuF78Co121,0.297,0.047,-20.511,0.043,0.993,0.0404,0.0946,0.346,81.249
Picture Book,The Kinks,5HOQNAXcPSwV7Gt8AV8qiP,0.827,0.952,-7.453,0.0314,0.172,0.00043,0.228,0.971,121.192
Piece Of My Heart,Big Brother & the Holding Company,1xKQbqQtQWrtQS47fUJBtl,0.443,0.727,-7.951,0.145,0.263,0.000141,0.169,0.566,160.82
Pinball Wizard,The Who,6LbbHFEajG9e4m0G3L47c4,0.543,0.715,-8.89,0.0356,0.0192,0.0,0.256,0.468,124.011
Pink Moon,Nick Drake,16qzGrIMWoxerw2gnW0zuv,0.638,0.256,-15.68,0.0492,0.819,0.0707,0.145,0.438,82.479
Play Ball,AC/DC,3fpzBeEHvuXKOl7QeVe1iz,0.52,0.872,-4.354,0.0383,6.71e-06,0.246,0.207,0.449,120.006
"Please, Please, Please, Let Me Get What I Want",The Smiths,6BrMEbPSSj55nQhkgf6DnE,0.241,0.468,-9.579,0.0272,0.534,0.0,0.161,0.451,91.581
Position to Win,Migos,75VRabO3e7Twgd7mSoPdbF,0.716,0.88,-4.632,0.265,0.193,0.0,0.432,0.66,166.126
Praise You,Fatboy Slim,21RDsw7wzUJNl2FbWTgEfJ,0.621,0.885,-6.826,0.0473,0.0418,0.492,0.133,0.554,109.728
Pressure Drop,Toots & the Maytals,7cfILJJHW9ZSkbM2ywLhiN,0.658,0.571,-11.972,0.0432,0.106,0.0,0.0286,0.985,148.964
Push It,Salt-N-Pepa,6sT9MWlJManry3EQwf4V80,0.913,0.596,-12.477,0.0707,0.00658,0.00349,0.078,0.973,127.215
Radioactive,Imagine Dragons,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245
Rapture,Blondie,6F2vo4sxRNQ58VYe3pdiaL,0.724,0.704,-8.258,0.0511,0.113,0.00425,0.466,0.96,107.486
Rather Be,Clean Bandit,3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97
Ray Of Light,Madonna,4Fpsa3pYc3gozrxHRRPvR6,0.561,0.909,-7.878,0.0312,0.00118,0.46,0.0713,0.71,127.172
Reach Out I'll Be There,Four Tops,6Pkj4nv5K53i64cLVgkVyY,0.607,0.599,-8.908,0.0282,0.0253,0.0,0.188,0.735,119.842
Reach Out of the Darkness,Friend & Lover,3DrlHWCoFqHQYGwE8MWsuv,0.637,0.432,-13.219,0.033,0.0267,0.0185,0.0756,0.856,116.421
Ready Or Not,Fugees,3vZO25GdYuqFrR1kzZADnp,0.607,0.422,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47
Real Love,Tom Odell,1Udy17gjGeZPNdmmcLjl7L,0.363,0.205,-9.301,0.0271,0.916,1.6e-06,0.105,0.18,82.932
Real Love Baby,Father John Misty,0Z57YWES04xGh3AImDz6Qr,0.417,0.686,-6.484,0.0373,0.0955,0.0287,0.0989,0.625,204.113
Reet Petite,Jackie Wilson,3h4udS0WeWbsur3yfjvnm4,0.664,0.66,-6.526,0.13,0.447,0.0,0.298,0.873,84.345
Renegades,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052
Rescue Me,Fontella Bass,1GY8zOFi8rC39xXnD0tKO8,0.678,0.544,-9.468,0.0326,0.668,9.62e-06,0.103,0.963,122.735
Respect,Aretha Franklin,7s25THrKz86DM225dOYwnr,0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95
Return Of Django,The Upsetters,3X6b40Xr4zxbyLatxilx6T,0.795,0.519,-9.514,0.0357,0.137,0.808,0.126,0.945,154.948
Return Of The Mack,Mark Morrison,3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,-5.379,0.108,0.00631,0.0,0.164,0.612,95.487
Revolution,The Beatles,3UDmHZcBTQp8Iu8droNtUl,0.407,0.834,-9.224,0.208,0.0734,0.00021,0.241,0.71,121.38
Rhapsody in Blue,George Gershwin,0g7AZiNDzDuEYOwV27qoXb,0.309,0.258,-15.327,0.0459,0.976,0.69,0.0924,0.115,74.568
Right Now,Van Halen,6N1sNzq3CArC1pMSaZTxaT,0.529,0.662,-11.745,0.0273,0.153,0.00542,0.099,0.302,93.93
Right Said Fred,Bernard Cribbins,6iPWeSBNyFjM07shPxuUup,0.785,0.519,-8.017,0.294,0.334,0.0,0.0868,0.66,98.081
Ring My Bell,Anita Ward,7GK2KVYH8FrTC9zehmjVMd,0.781,0.556,-13.067,0.0611,0.0661,0.0907,0.0339,0.968,125.999
Riptide,Vance Joy,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654
River Cross,Pearl Jam,3vM4uIHDY9nAZcRRoyXnLX,0.498,0.51,-10.319,0.0358,0.544,0.000119,0.0839,0.225,119.937
Rock And Roll,Led Zeppelin,4PRGxHpCpF2yoOHYKQIEwD,0.317,0.887,-7.292,0.0375,0.000582,0.00258,0.0891,0.871,169.613
Rock Me Gently,Andy Kim,2qh2VGAOYFXLsMbdATRf6w,0.719,0.703,-8.306,0.0545,0.231,9e-05,0.129,0.776,123.173
Rock The Boat,Hues Corporation,7fu3Tv5rcoGD1PZV7s57WW,0.597,0.581,-9.72,0.0449,0.257,0.0,0.105,0.885,107.202
Rock You Like A Hurricane,Scorpions,58XWGx7KNNkKneHdprcprX,0.482,0.617,-12.931,0.0458,0.00543,0.000146,0.284,0.718,125.697
Rock and Roll Ain't Noise Pollution,AC/DC,6J17MkMmuzBiIOjRH6MOBZ,0.576,0.659,-5.617,0.0383,0.041,0.0,0.0587,0.717,94.853
Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,0.589,0.472,-8.749,0.0502,0.614,0.0,0.505,0.898,67.196
Rollercoaster,Bleachers,5L95vS64rG1YMIFm1hLjyZ,0.421,0.79,-6.227,0.0538,0.00205,0.000309,0.148,0.279,162.024
Roots and Wings,Miranda Lambert,7pEZg5eWtQxsVFpMj1Nh6D,0.424,0.698,-5.791,0.0298,0.00124,5.72e-05,0.0984,0.447,148.953
Round And Round,Ratt,5B6Z7NwVqA7W3UFiqBdEJC,0.628,0.934,-6.026,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538
Rumble,Link Wray & The Wraymen,1LtCnfSg27XkyOAGCJo10g,0.552,0.616,-9.832,0.0362,0.27,0.00266,0.519,0.577,85.118
